"ID";"Código";"Descrição";"Unidade";"NCM";"Origem";"Preço";"Valor IPI fixo";"Observações";"Situação";"Estoque";"Preço de custo";"Cód. no fornecedor";"Fornecedor";"Localização";"Estoque máximo";"Estoque mínimo";"Peso líquido (Kg)";"Peso bruto (Kg)";"GTIN/EAN";"GTIN/EAN da Embalagem";"Largura do produto";"Altura do Produto";"Profundidade do produto";"Data Validade";"Descrição do Produto no Fornecedor";"Descrição Complementar";"Itens p/ caixa";"Produto Variação";"Tipo Produção";"Classe de enquadramento do IPI";"Código na Lista de Serviços";"Tipo do item";"Grupo de Tags/Tags";"Tributos";"Código Pai";"Código Integração";"Grupo de produtos";"Marca";"CEST";"Volumes";"Descrição Curta";"Cross-Docking";"URL Imagens Externas";"Link Externo";"Meses Garantia no Fornecedor";"Clonar dados do pai";"Condição do Produto";"Frete Grátis";"Número FCI";"Vídeo";"Departamento";"Unidade de Medida";"Preço de Compra";"Valor base ICMS ST para retenção";"Valor ICMS ST para retenção";"Valor ICMS próprio do substituto";"Categoria do produto";"Informações Adicionais"
"16511749141";"440	";"ESCRIVANINHA PENTEADEIRA MONALISA NEW";"UN";"";"0";"549,00";"0,00";"";"Ativo";"0,00";"294,00";"	";"FIORELLO";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"294,00";"0,0000";"0,0000";"0,0000";"QUARTO>>PENTEADEIRA";""
"16511751967";"441	";"COR:BRANCO BRILHO";"UN";"";"0";"549,00";"0,00";"";"Ativo";"5,00";"294,00";"	";"FIORELLO";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"440";"0";"";"";"";"0";"";"0";"";"";"0";"SIM";"NOVO";"NÃO";"";"";"";"Centímetro";"294,00";"0,0000";"0,0000";"0,0000";"QUARTO>>PENTEADEIRA";""
"16510785940";"439	";"Nicho Microondas Luciane Isis 60cm";"UN";"";"0";"79,00";"0,00";"";"Ativo";"0,00";"20,51";"	";"salvados";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"COZINHA";""
"16509968507";"436	";"PANELEIRO FLORENCA VIDRO 50 CM";"UN";"9403.40.00";"0";"899,00";"0,00";"";"Ativo";"0,00";"499,83";"	";"MÓVEIS SUL";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"";"0";"";"";"28.061.00";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"COZINHA";""
"16509973047";"437	";"COR:angelin/cinza";"UN";"9403.40.00";"0";"899,00";"0,00";"";"Ativo";"4,00";"499,83";"	";"MÓVEIS SUL";"	";"0,00";"2,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"436";"0";"";"";"28.061.00";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"COZINHA";""
"16509973048";"438	";"COR:CANARY/OFF WHITE";"UN";"9403.40.00";"0";"899,00";"0,00";"";"Ativo";"4,00";"499,83";"	";"MÓVEIS SUL";"	";"0,00";"2,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"436";"0";"";"";"28.061.00";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"COZINHA";""
"16509755185";"431	";"BALCÃO C/ TAMPO 1,20 0,50";"UN";"";"0";"399,00";"0,00";"";"Ativo";"0,00";"220,00";"	";"JK";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"COZINHA>>BALCÃO C/ TAMPO 3PTS OU MAIS";""
"16509755188";"434	";"COR:BRANCO";"UN";"";"0";"399,00";"0,00";"";"Ativo";"0,00";"220,00";"	";"JK";"	";"0,00";"3,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"431";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"COZINHA>>BALCÃO C/ TAMPO 3PTS OU MAIS";""
"16509755189";"435	";"COR:LYON";"UN";"";"0";"399,00";"0,00";"";"Ativo";"1,00";"220,00";"	";"JK";"	";"0,00";"2,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"431";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"COZINHA>>BALCÃO C/ TAMPO 3PTS OU MAIS";""
"16509755187";"433	";"COR:OLMO";"UN";"";"0";"399,00";"0,00";"";"Ativo";"0,00";"220,00";"	";"JK";"	";"0,00";"3,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"431";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"COZINHA>>BALCÃO C/ TAMPO 3PTS OU MAIS";""
"16509755186";"432	";"COR:PRETO";"UN";"";"0";"399,00";"0,00";"";"Ativo";"0,00";"220,00";"	";"JK";"	";"0,00";"2,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"431";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"COZINHA>>BALCÃO C/ TAMPO 3PTS OU MAIS";""
"16509740120";"428	";"CABECEIRA PEROLA CINZA";"UN";"";"0";"0,00";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"QUARTO>>CABECEIRA";""
"16509740122";"430	";"LARG.:138";"UN";"9403.50.00";"0";"299,00";"0,00";"";"Ativo";"0,00";"150,00";"	";"CONFORTO TOTAL";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"428";"0";"";"";"28.061.00";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"QUARTO>>CABECEIRA";""
"16524565886";"484	";"LARG.:158";"UN";"";"0";"349,00";"0,00";"";"Ativo";"2,00";"170,00";"	";"CONFORTO TOTAL";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"428";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"QUARTO>>CABECEIRA";""
"16524565887";"485	";"LARG.:197";"UN";"";"0";"399,00";"0,00";"";"Ativo";"0,00";"190,00";"	";"CONFORTO TOTAL";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"428";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"QUARTO>>CABECEIRA";""
"16509740121";"429	";"LARG.:88";"UN";"";"0";"199,00";"0,00";"";"Ativo";"3,00";"100,00";"	";"CONFORTO TOTAL";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"428";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"QUARTO>>CABECEIRA";""
"16509738466";"425	";"CABECEIRA PEROLA AZUL";"UN";"";"0";"0,00";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"QUARTO>>CABECEIRA";""
"16509738468";"427	";"LARG.:138";"UN";"";"0";"299,00";"0,00";"";"Ativo";"1,00";"150,00";"	";"CONFORTO TOTAL";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"425";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"QUARTO>>CABECEIRA";""
"16509738467";"426	";"LARG.:88";"UN";"";"0";"199,00";"0,00";"";"Ativo";"0,00";"100,00";"	";"CONFORTO TOTAL";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"425";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"QUARTO>>CABECEIRA";""
"16509737694";"422	";"CABECEIRA PEROLA BEGE";"UN";"";"0";"0,00";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"QUARTO>>CABECEIRA";""
"16509737696";"424	";"LARG.:138";"UN";"";"0";"299,00";"0,00";"";"Ativo";"0,00";"150,00";"	";"CONFORTO TOTAL";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"422";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"QUARTO>>CABECEIRA";""
"16597072336";"701	";"LARG.:158";"UN";"";"0";"349,00";"0,00";"";"Ativo";"1,00";"170,00";"	";"CONFORTO TOTAL";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"422";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"QUARTO>>CABECEIRA";""
"16509737695";"423	";"LARG.:88";"UN";"";"0";"199,00";"0,00";"";"Ativo";"0,00";"100,00";"	";"CONFORTO TOTAL";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"422";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"QUARTO>>CABECEIRA";""
"16509441714";"419	";"AMERICA PONTE 1950MM 4 PTS";"UN";"";"0";"699,00";"0,00";"";"Ativo";"0,00";"350,40";"	";"MOPAR";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"QUARTO>>ROUPEIRO";""
"16509443085";"420	";"COR:FREIJO/GRAFITE";"UN";"";"0";"699,00";"0,00";"";"Ativo";"-1,00";"350,40";"	";"MOPAR";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"419";"0";"";"";"";"0";"";"0";"";"";"0";"SIM";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"QUARTO>>ROUPEIRO";""
"16509424907";"418	";"PANELEIRO VIDRO 50CM";"UN";"";"0";"879,00";"0,00";"";"Ativo";"0,00";"482,94";"	";"MÓVEIS SUL";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"COZINHA";""
"16509410802";"415	";"AMERICA MODULO CRIADO MUDO";"UN";"";"0";"449,00";"0,00";"";"Ativo";"0,00";"234,40";"	";"MOPAR";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"QUARTO>>ROUPEIRO";""
"16509411736";"416	";"COR:FREIJO/GRAFITE";"UN";"";"0";"449,00";"0,00";"";"Ativo";"-1,00";"234,40";"	";"MOPAR";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"415";"0";"";"";"";"0";"";"0";"";"";"0";"SIM";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"QUARTO>>ROUPEIRO";""
"16509411739";"417	";"COR:FREIJO/OFF WHITE";"UN";"";"0";"449,00";"0,00";"";"Ativo";"0,00";"234,40";"	";"MOPAR";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"415";"0";"";"";"";"0";"";"0";"";"";"0";"SIM";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"QUARTO>>ROUPEIRO";""
"16508259929";"413	";"Cabeceira Jsw Amanda 158cm";"UN";"";"0";"229,00";"0,00";"";"Ativo";"0,00";"59,51";"	";"salvados";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NÃO ESPECIFICADO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"QUARTO>>CABECEIRA";""
"16507831519";"412	";"SOFA LIVING LUXOR 1,80 COR CACAU";"UN";"";"0";"1.199,00";"0,00";"";"Ativo";"0,00";"639,00";"	";"IVETE MARIA LOURENÇO";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"SALA DE ESTAR>>APARADOR/BUFFET";""
"16507582521";"409	";"CAMA DE CASAL BARCELONA MOVELIPE 1,38";"UN";"";"0";"799,00";"0,00";"";"Ativo";"0,00";"437,00";"	";"MOVELIPE";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NÃO ESPECIFICADO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"16507583761";"411	";"COR:AMENDOA";"UN";"";"0";"799,00";"0,00";"";"Ativo";"0,00";"437,00";"	";"MOVELIPE";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"409";"0";"";"";"";"0";"";"0";"";"";"0";"SIM";"NÃO ESPECIFICADO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"16507583760";"410	";"COR:BRANCA";"UN";"";"0";"799,00";"0,00";"";"Ativo";"0,00";"437,00";"	";"MOVELIPE";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"409";"0";"";"";"";"0";"";"0";"";"";"0";"SIM";"NÃO ESPECIFICADO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"16507389264";"408	";"G Roupa Aramoveis Coimbra 3pt 2gv Cpes";"UN";"";"0";"399,00";"0,00";"";"Ativo";"0,00";"111,97";"	";"salvados";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"QUARTO>>ROUPEIRO";""
"16507064723";"405	";"AÉREO 80CM GELADEIRA POP";"UN";"";"0";"149,00";"0,00";"";"Ativo";"0,00";"75,20";"	";"DACHERI";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"COZINHA>>ARMÁRIO AÉREO";""
"16507072599";"407	";"COR:FREIJO/BAUNILHA";"UN";"";"0";"149,00";"0,00";"";"Ativo";"3,00";"75,20";"	";"DACHERI";"	";"0,00";"2,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"405";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"75,20";"0,0000";"0,0000";"0,0000";"COZINHA>>ARMÁRIO AÉREO";""
"16507072597";"406	";"COR:FREIJO/CHUMBO";"UN";"";"0";"149,00";"0,00";"";"Ativo";"3,00";"75,20";"	";"DACHERI";"	";"0,00";"3,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"405";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"75,20";"0,0000";"0,0000";"0,0000";"COZINHA>>ARMÁRIO AÉREO";""
"16507004599";"402	";"BALCÃO 1,19 PARA PIA POP (CONJUNTO POP)";"UN";"";"0";"399,00";"0,00";"";"Ativo";"0,00";"225,52";"	";"DACHERI";"	";"0,00";"3,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"COZINHA>>ARMÁRIO PARA FORNO/TORRE QUENTE";""
"16507004601";"404	";"COR:FREIJO/BAUNILHA";"UN";"";"0";"349,00";"0,00";"";"Ativo";"4,00";"225,52";"	";"DACHERI";"	";"0,00";"3,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"402";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"225,52";"0,0000";"0,0000";"0,0000";"COZINHA>>ARMÁRIO PARA FORNO/TORRE QUENTE";""
"16507004600";"403	";"COR:FREIJO/CHUMBO";"UN";"";"0";"349,00";"0,00";"";"Ativo";"7,00";"225,52";"	";"DACHERI";"	";"0,00";"3,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"402";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"225,52";"0,0000";"0,0000";"0,0000";"COZINHA>>ARMÁRIO PARA FORNO/TORRE QUENTE";""
"16506759285";"393	";"MULTIUSO BRIZ 2315A 2PTS";"UN";"9403.50.00";"0";"299,00";"0,00";"";"Ativo";"0,00";"177,57";"	";"CASTRO";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"QUARTO>>ARMÁRIO MULTIUSO";""
"16506762021";"394	";"COR:ANGELIN/ANGELIN/BOUCLE";"UN";"9403.50.00";"0";"299,00";"0,00";"";"Ativo";"9,00";"177,57";"	";"CASTRO";"	";"0,00";"5,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"393";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"QUARTO>>ARMÁRIO MULTIUSO";""
"16506762022";"395	";"COR:BRANCO LINE/BRANCO LINE/BOUCLE";"UN";"9403.50.00";"0";"299,00";"0,00";"";"Ativo";"10,00";"170,45";"	";"CASTRO";"	";"0,00";"7,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"393";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"QUARTO>>ARMÁRIO MULTIUSO";""
"16506690015";"388	";"GUARDA ROUPA 6 PTS 2 GVTS VERONA";"UN";"";"0";"1.249,00";"0,00";"";"Ativo";"0,00";"680,81";"	";"CASTRO";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"680,81";"0,0000";"0,0000";"0,0000";"QUARTO>>ROUPEIRO";""
"16506706952";"390	";"COR:ANGELIN/BRANCO LINE/ANGELIN/BOUCLE";"UN";"";"0";"1.249,00";"0,00";"";"Ativo";"4,00";"680,81";"	";"CASTRO";"	";"0,00";"2,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"388";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"QUARTO>>ROUPEIRO";""
"16506706950";"389	";"COR:ANGELIN/DUNA LINE/ANGELIN/BOUCLE";"UN";"";"0";"1.249,00";"0,00";"";"Ativo";"2,00";"680,81";"	";"CASTRO";"	";"0,00";"2,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"388";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"QUARTO>>ROUPEIRO";""
"16506685205";"386	";"GUARDA ROUPA RUDÁ 2 PTS 2 GVTS";"UN";"9403.50.00";"0";"1.099,00";"0,00";"";"Ativo";"0,00";"609,89";"	";"CASTRO";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"609,89";"0,0000";"0,0000";"0,0000";"QUARTO>>ROUPEIRO";""
"16506687616";"387	";"COR:BRANCO LINE/BRANCO LINE-DUNA LINE/BOUCLE";"UN";"";"0";"1.099,00";"0,00";"";"Ativo";"2,00";"625,20";"	";"CASTRO";"	";"0,00";"2,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"386";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"625,20";"0,0000";"0,0000";"0,0000";"QUARTO>>ROUPEIRO";""
"16511807760";"449	";"COR:CEDRO/BRANCO LINE-DUNA LINE/BOUCLE";"UN";"9403.50.00";"0";"1.099,00";"0,00";"";"Ativo";"1,00";"609,89";"	";"CASTRO";"	";"0,00";"2,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"386";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"QUARTO>>ROUPEIRO";""
"16506677378";"383	";"GUARDA ROUPA LYON PLUS 3PTS CORRER";"UN";"";"0";"1.249,00";"0,00";"";"Ativo";"0,00";"692,55";"	";"CASTRO";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"QUARTO>>ROUPEIRO";""
"16506682483";"384	";"COR:ANGELIN/DUNA LINE/BOUCLE";"UN";"";"0";"1.249,00";"0,00";"";"Ativo";"0,00";"692,55";"	";"CASTRO";"	";"0,00";"2,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"383";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"QUARTO>>ROUPEIRO";""
